id,type,identifier,label,classification,linked_to,joint_committees_labs,altlabel_en,preflabel_en,temporal_id,temporal_end_date,temporal_start_date
org/6374,Organization,6374,CJ03,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,org/6368,JURI,Joint JURI - LIBE,Joint committee procedure - JURI and LIBE,time-period/20220120-20240715,2024-07-15,2022-01-20
org/6374,Organization,6374,CJ03,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,org/6360,LIBE,Joint JURI - LIBE,Joint committee procedure - JURI and LIBE,time-period/20220120-20240715,2024-07-15,2022-01-20
org/5568,Organization,5568,CJ33,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,org/5090,IMCO,Joint INTA - IMCO,Joint committee procedure - INTA and IMCO,time-period/20190702-20220119,2022-01-19,2019-07-02
org/5568,Organization,5568,CJ33,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,org/5083,INTA,Joint INTA - IMCO,Joint committee procedure - INTA and IMCO,time-period/20190702-20220119,2022-01-19,2019-07-02
org/6383,Organization,6383,CJ12,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,org/6366,ECON,Joint ECON - LIBE,Joint committee procedure - ECON and LIBE,time-period/20220120-20240715,2024-07-15,2022-01-20
org/6383,Organization,6383,CJ12,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,org/6360,LIBE,Joint ECON - LIBE,Joint committee procedure - ECON and LIBE,time-period/20220120-20240715,2024-07-15,2022-01-20
org/5083,Organization,5083,INTA,def/ep-entities/COMMITTEE_PARLIAMENTARY_STANDING,,,International Trade,Committee on International Trade,time-period/20190702-20220119,2022-01-19,2019-07-02
org/6377,Organization,6377,CJ06,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,org/6367,IMCO,Joint IMCO - TRAN,Joint committee procedure - IMCO and TRAN,time-period/20220120-20240715,2024-07-15,2022-01-20
org/6377,Organization,6377,CJ06,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,org/6361,TRAN,Joint IMCO - TRAN,Joint committee procedure - IMCO and TRAN,time-period/20220120-20240715,2024-07-15,2022-01-20
org/6375,Organization,6375,CJ04,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,org/6366,ECON,Joint ECON - IMCO,Joint committee procedure - ECON and IMCO,time-period/20220120-20240715,2024-07-15,2022-01-20
org/6375,Organization,6375,CJ04,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,org/6367,IMCO,Joint ECON - IMCO,Joint committee procedure - ECON and IMCO,time-period/20220120-20240715,2024-07-15,2022-01-20
org/6395,Organization,6395,CJ24,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,org/6368,JURI,Joint IMCO - JURI,Joint committee procedure - IMCO and JURI,time-period/20220120-20240715,2024-07-15,2022-01-20
org/6395,Organization,6395,CJ24,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,org/6367,IMCO,Joint IMCO - JURI,Joint committee procedure - IMCO and JURI,time-period/20220120-20240715,2024-07-15,2022-01-20
org/4994,Organization,4994,CJ11,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,org/4975,FEMM,Joint PECH - FEMM,Procedure with joint meetings - PECH and FEMM,time-period/20170119-20190701,2019-07-01,2017-01-19
org/4994,Organization,4994,CJ11,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,org/4970,PECH,Joint PECH - FEMM,Procedure with joint meetings - PECH and FEMM,time-period/20170119-20190701,2019-07-01,2017-01-19
org/AIDA,Organization,AIDA,AIDA,def/ep-entities/COMMITTEE_PARLIAMENTARY_TEMPORARY,,,Artificial Intelligence in a Digital Age,Special Committee on Artificial Intelligence in a Digital Age,,,
org/4859,Organization,4859,CJ11,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,org/3964,FEMM,Joint PECH - FEMM,Procedure with joint meetings - PECH and FEMM,time-period/20140701-20170118,2017-01-18,2014-07-01
org/4859,Organization,4859,CJ11,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,org/3959,PECH,Joint PECH - FEMM,Procedure with joint meetings - PECH and FEMM,time-period/20140701-20170118,2017-01-18,2014-07-01
org/2489,Organization,2489,CLIM,def/ep-entities/COMMITTEE_PARLIAMENTARY_TEMPORARY,,,Climate Change,Temporary committee on climate change,time-period/20070425-20090204,2009-02-04,2007-04-25
org/4980,Organization,4980,CJ17,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,org/4973,LIBE,Joint LIBE - PETI,Procedure with  joint meetings - LIBE and PETI,time-period/20170119-20190701,2019-07-01,2017-01-19
org/4980,Organization,4980,CJ17,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,org/4976,PETI,Joint LIBE - PETI,Procedure with  joint meetings - LIBE and PETI,time-period/20170119-20190701,2019-07-01,2017-01-19
org/145,Organization,145,DROI,def/ep-entities/COMMITTEE_PARLIAMENTARY_SUB,,,Human Rights,Subcommittee on Human Rights,time-period/19970116-19990719,1999-07-19,1997-01-16
org/INGE,Organization,INGE,INGE,def/ep-entities/COMMITTEE_PARLIAMENTARY_TEMPORARY,,,"Foreign Interference in all Democratic Processes in the European Union, including Disinformation","Special Committee on Foreign Interference in all Democratic Processes in the European Union, including Disinformation",,,
org/7008,Organization,7008,SANT,def/ep-entities/COMMITTEE_PARLIAMENTARY_SUB,,,Public Health,Subcommittee on Public Health,time-period/20240716-20250119,2025-01-19,2024-07-16
org/25,Organization,25,JURI,def/ep-entities/COMMITTEE_PARLIAMENTARY_STANDING,,,Legal Affairs and Citizens' Rights,Committee on Legal Affairs and Citizens' Rights,time-period/19920115-19940718,1994-07-18,1992-01-15
org/142,Organization,142,DROI,def/ep-entities/COMMITTEE_PARLIAMENTARY_SUB,,,Human Rights,Subcommittee on Human Rights,time-period/19940721-19970115,1997-01-15,1994-07-21
org/6451,Organization,6451,CJ42,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,org/6365,AFET,Joint AFET - ITRE,Joint committee procedure - AFET and ITRE,time-period/20221208-20240715,2024-07-15,2022-12-08
org/6451,Organization,6451,CJ42,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,org/6359,ITRE,Joint AFET - ITRE,Joint committee procedure - AFET and ITRE,time-period/20221208-20240715,2024-07-15,2022-12-08
org/BUDG,Organization,BUDG,BUDG,def/ep-entities/COMMITTEE_PARLIAMENTARY_STANDING,,,Budgets,Committee on Budgets,,,
org/1072,Organization,1072,BUDG,def/ep-entities/COMMITTEE_PARLIAMENTARY_STANDING,,,Budgets,Committee on Budgets,time-period/20020115-20040719,2004-07-19,2002-01-15
org/4849,Organization,4849,CJ01,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,org/3964,FEMM,Joint LIBE - FEMM,Procedure with joint meetings - LIBE and FEMM,time-period/20140701-20170118,2017-01-18,2014-07-01
org/4849,Organization,4849,CJ01,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,org/3962,LIBE,Joint LIBE - FEMM,Procedure with joint meetings - LIBE and FEMM,time-period/20140701-20170118,2017-01-18,2014-07-01
org/981,Organization,981,BUDG,def/ep-entities/COMMITTEE_PARLIAMENTARY_STANDING,,,Budgets,Committee on Budgets,time-period/19990720-20020114,2002-01-14,1999-07-20
org/RETT,Organization,RETT,RETT,def/ep-entities/COMMITTEE_PARLIAMENTARY_STANDING,,,"Regional Policy, Transport, Tourism","Committee on Regional Policy, Transport and Tourism",,,
org/94,Organization,94,BUDG,def/ep-entities/COMMITTEE_PARLIAMENTARY_STANDING,,,Budgets,Committee on Budgets,time-period/19940721-19970115,1997-01-15,1994-07-21
org/1080,Organization,1080,AGRI,def/ep-entities/COMMITTEE_PARLIAMENTARY_STANDING,,,Agriculture,Committee on Agriculture and Rural Development,time-period/20020115-20040719,2004-07-19,2002-01-15
org/7917,Organization,7917,CJ53,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,org/6576,ITRE,Joint SANT - ITRE,Joint committee procedure - SANT and ITRE,time-period/20250120,,2025-01-20
org/7917,Organization,7917,CJ53,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,org/7912,SANT,Joint SANT - ITRE,Joint committee procedure - SANT and ITRE,time-period/20250120,,2025-01-20
org/ENVI,Organization,ENVI,ENVI,def/ep-entities/COMMITTEE_PARLIAMENTARY_STANDING,,,"Environment, Climate and Food Safety","Committee on the Environment, Climate and Food Safety",,,
org/6987,Organization,6987,CJ32,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,org/6570,ECON,Joint ECON - AFCO,Joint committee procedure - ECON and AFCO,time-period/20240716,,2024-07-16
org/6987,Organization,6987,CJ32,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,org/6587,AFCO,Joint ECON - AFCO,Joint committee procedure - ECON and AFCO,time-period/20240716,,2024-07-16
org/2421,Organization,2421,ECON,def/ep-entities/COMMITTEE_PARLIAMENTARY_STANDING,,,Economic and Monetary Affairs,Committee on Economic and Monetary Affairs,time-period/20070115-20070130,2007-01-30,2007-01-15
org/89,Organization,89,C16,def/ep-entities/COMMITTEE_PARLIAMENTARY_STANDING,,,Verification of credentials,Committee on the verification of credentials,time-period/19820121-19840723,1984-07-23,1982-01-21
org/136,Organization,136,BSE2,def/ep-entities/COMMITTEE_PARLIAMENTARY_TEMPORARY,,,Temporary committee (BSE),Temporary committee instructed to monitor the action taken on the recommendations made concerning BSE (bovine spongiform encephalopathy),time-period/19970424-19971119,1997-11-19,1997-04-24
org/3831,Organization,3831,CJ10,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,org/3752,ITRE,Joint ENVI - ITRE,Procedure with joint meetings - ENVI and ITRE,time-period/20130627-20140630,2014-06-30,2013-06-27
org/3831,Organization,3831,CJ10,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,org/3751,ENVI,Joint ENVI - ITRE,Procedure with joint meetings - ENVI and ITRE,time-period/20130627-20140630,2014-06-30,2013-06-27
org/4857,Organization,4857,CJ09,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,org/3962,LIBE,Joint CONT - LIBE,Procedure with joint meetings - CONT and LIBE,time-period/20140701-20170118,2017-01-18,2014-07-01
org/4857,Organization,4857,CJ09,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,org/3950,CONT,Joint CONT - LIBE,Procedure with joint meetings - CONT and LIBE,time-period/20140701-20170118,2017-01-18,2014-07-01
org/4992,Organization,4992,CJ09,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,org/4973,LIBE,Joint CONT - LIBE,Procedure with joint meetings - CONT and LIBE,time-period/20170119-20190701,2019-07-01,2017-01-19
org/4992,Organization,4992,CJ09,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,org/4961,CONT,Joint CONT - LIBE,Procedure with joint meetings - CONT and LIBE,time-period/20170119-20190701,2019-07-01,2017-01-19
org/7913,Organization,7913,ENVI,def/ep-entities/COMMITTEE_PARLIAMENTARY_STANDING,,,"Environment, Climate and Food Safety","Committee on the Environment, Climate and Food Safety",time-period/20250120,,2025-01-20
org/BECA,Organization,BECA,BECA,def/ep-entities/COMMITTEE_PARLIAMENTARY_TEMPORARY,,,Beating Cancer,Special Committee on Beating Cancer,,,
org/2349,Organization,2349,BUDG,def/ep-entities/COMMITTEE_PARLIAMENTARY_STANDING,,,Budgets,Committee on Budgets,time-period/20070131-20090713,2009-07-13,2007-01-31
org/3959,Organization,3959,PECH,def/ep-entities/COMMITTEE_PARLIAMENTARY_STANDING,,,Fisheries,Committee on Fisheries,time-period/20140701-20170118,2017-01-18,2014-07-01
org/6989,Organization,6989,CJ34,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,org/6570,ECON,Joint ECON - FEMM,Joint committee procedure - ECON and FEMM,time-period/20240716,,2024-07-16
org/6989,Organization,6989,CJ34,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,org/6588,FEMM,Joint ECON - FEMM,Joint committee procedure - ECON and FEMM,time-period/20240716,,2024-07-16
org/4990,Organization,4990,CJ07,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,org/4975,FEMM,Joint DEVE – FEMM,Procedure with joint meetings - DEVE and FEMM,time-period/20170119-20190701,2019-07-01,2017-01-19
org/4990,Organization,4990,CJ07,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,org/4958,DEVE,Joint DEVE – FEMM,Procedure with joint meetings - DEVE and FEMM,time-period/20170119-20190701,2019-07-01,2017-01-19
org/6348,Organization,6348,CJ40,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,org/5097,LIBE,Joint IMCO - LIBE,Joint committee procedure - IMCO and LIBE,time-period/20211208-20220119,2022-01-19,2021-12-08
org/6348,Organization,6348,CJ40,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,org/5090,IMCO,Joint IMCO - LIBE,Joint committee procedure - IMCO and LIBE,time-period/20211208-20220119,2022-01-19,2021-12-08
org/4851,Organization,4851,CJ03,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,org/3962,LIBE,Joint JURI - LIBE,Procedure with joint meetings - JURI and LIBE,time-period/20140701-20170118,2017-01-18,2014-07-01
org/4851,Organization,4851,CJ03,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,org/3961,JURI,Joint JURI - LIBE,Procedure with joint meetings - JURI and LIBE,time-period/20140701-20170118,2017-01-18,2014-07-01
org/4964,Organization,4964,ENVI,def/ep-entities/COMMITTEE_PARLIAMENTARY_STANDING,,,"Environment, Public Health and Food Safety","Committee on the Environment, Public Health and Food Safety",time-period/20170119-20190701,2019-07-01,2017-01-19
org/88,Organization,88,C15,def/ep-entities/COMMITTEE_PARLIAMENTARY_STANDING,,,Rules of Procedure and Petitions,Committee on the Rules of Procedure and Petitions,time-period/19790719-19840723,1984-07-23,1979-07-19
org/2353,Organization,2353,ENVI,def/ep-entities/COMMITTEE_PARLIAMENTARY_STANDING,,,"Environment, Public Health and Food Safety","Committee on the Environment, Public Health and Food Safety",time-period/20070131-20090713,2009-07-13,2007-01-31
org/3751,Organization,3751,ENVI,def/ep-entities/COMMITTEE_PARLIAMENTARY_STANDING,,,"Environment, Public Health and Food Safety","Committee on the Environment, Public Health and Food Safety",time-period/20120119-20140630,2014-06-30,2012-01-19
org/4899,Organization,4899,TAXE,def/ep-entities/COMMITTEE_PARLIAMENTARY_TEMPORARY,,,Tax Rulings and Other Measures Similar in Nature or Effect,Special Committee on Tax Rulings and Other Measures Similar in Nature or Effect,time-period/20150211-20151130,2015-11-30,2015-02-11
org/2423,Organization,2423,ENVI,def/ep-entities/COMMITTEE_PARLIAMENTARY_STANDING,,,"Environment, Public Health and Food Safety","Committee on the Environment, Public Health and Food Safety",time-period/20070115-20070130,2007-01-30,2007-01-15
org/6355,Organization,6355,PECH,def/ep-entities/COMMITTEE_PARLIAMENTARY_STANDING,,,Fisheries,Committee on Fisheries,time-period/20220120-20240715,2024-07-15,2022-01-20
org/1244,Organization,1244,AGRI,def/ep-entities/COMMITTEE_PARLIAMENTARY_STANDING,,,Agriculture and Rural Development,Committee on Agriculture and Rural Development,time-period/20040720-20070114,2007-01-14,2004-07-20
org/2871,Organization,2871,PECH,def/ep-entities/COMMITTEE_PARLIAMENTARY_STANDING,,,Fisheries,Committee on Fisheries,time-period/20090714-20120118,2012-01-18,2009-07-14
org/4962,Organization,4962,ECON,def/ep-entities/COMMITTEE_PARLIAMENTARY_STANDING,,,Economic and Monetary Affairs,Committee on Economic and Monetary Affairs,time-period/20170119-20190701,2019-07-01,2017-01-19
org/4860,Organization,4860,CJ12,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,org/3962,LIBE,Joint ECON - LIBE,Procedure with joint meetings - ECON and LIBE,time-period/20140701-20170118,2017-01-18,2014-07-01
org/4860,Organization,4860,CJ12,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,org/3951,ECON,Joint ECON - LIBE,Procedure with joint meetings - ECON and LIBE,time-period/20140701-20170118,2017-01-18,2014-07-01
org/112,Organization,112,EMPT,def/ep-entities/COMMITTEE_PARLIAMENTARY_TEMPORARY,,,Temporary committee on employment,Temporary committee on employment,time-period/19940721-19950719,1995-07-19,1994-07-21
org/4984,Organization,4984,CJ01,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,org/4973,LIBE,Joint LIBE - FEMM,Procedure with joint meetings - LIBE and FEMM,time-period/20170119-20190701,2019-07-01,2017-01-19
org/4984,Organization,4984,CJ01,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,org/4975,FEMM,Joint LIBE - FEMM,Procedure with joint meetings - LIBE and FEMM,time-period/20170119-20190701,2019-07-01,2017-01-19
org/4986,Organization,4986,CJ03,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,org/4973,LIBE,Joint JURI - LIBE,Procedure with joint meetings - JURI and LIBE,time-period/20170119-20190701,2019-07-01,2017-01-19
org/4986,Organization,4986,CJ03,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,org/4972,JURI,Joint JURI - LIBE,Procedure with joint meetings - JURI and LIBE,time-period/20170119-20190701,2019-07-01,2017-01-19
org/4998,Organization,4998,CJ29,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,org/4972,JURI,Joint ECON - JURI,Procedure with joint meetings - ECON and JURI,time-period/20170119-20190701,2019-07-01,2017-01-19
org/4998,Organization,4998,CJ29,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,org/4962,ECON,Joint ECON - JURI,Procedure with joint meetings - ECON and JURI,time-period/20170119-20190701,2019-07-01,2017-01-19
org/3745,Organization,3745,DEVE,def/ep-entities/COMMITTEE_PARLIAMENTARY_STANDING,,,Development,Committee on Development,time-period/20120119-20140630,2014-06-30,2012-01-19
org/4995,Organization,4995,CJ12,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,org/4973,LIBE,Joint ECON - LIBE,Procedure with joint meetings - ECON and LIBE,time-period/20170119-20190701,2019-07-01,2017-01-19
org/4995,Organization,4995,CJ12,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,org/4962,ECON,Joint ECON - LIBE,Procedure with joint meetings - ECON and LIBE,time-period/20170119-20190701,2019-07-01,2017-01-19
org/4958,Organization,4958,DEVE,def/ep-entities/COMMITTEE_PARLIAMENTARY_STANDING,,,Development,Committee on Development,time-period/20170119-20190701,2019-07-01,2017-01-19
org/90,Organization,90,C17,def/ep-entities/COMMITTEE_PARLIAMENTARY_STANDING,,,Institutional Affairs,Committee on Institutional Affairs,time-period/19820121-19840723,1984-07-23,1982-01-21
org/91,Organization,91,C18,def/ep-entities/COMMITTEE_PARLIAMENTARY_STANDING,,,Inquiry into the situation of women in Europe,Committee of inquiry into the situation of women in Europe,time-period/19820121-19840723,1984-07-23,1982-01-21
org/3833,Organization,3833,CJ11,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,org/3757,PECH,Joint PECH - FEMM,Procedure with joint meetings - PECH and FEMM,time-period/20130704-20140630,2014-06-30,2013-07-04
org/3833,Organization,3833,CJ11,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,org/3762,FEMM,Joint PECH - FEMM,Procedure with joint meetings - PECH and FEMM,time-period/20130704-20140630,2014-06-30,2013-07-04
org/6501,Organization,6501,CJ49,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,org/6352,INTA,Joint INTA - ITRE,Joint committee procedure - INTA and ITRE,time-period/20240311-20240715,2024-07-15,2024-03-11
org/6501,Organization,6501,CJ49,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,org/6359,ITRE,Joint INTA - ITRE,Joint committee procedure - INTA and ITRE,time-period/20240311-20240715,2024-07-15,2024-03-11
org/4939,Organization,4939,CJ23,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,org/3954,ITRE,Joint ITRE - CULT,Procedure with joint meetings - ITRE and CULT,time-period/20160414-20170118,2017-01-18,2016-04-14
org/4939,Organization,4939,CJ23,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,org/3960,CULT,Joint ITRE - CULT,Procedure with joint meetings - ITRE and CULT,time-period/20160414-20170118,2017-01-18,2016-04-14
org/ECHE,Organization,ECHE,ECHE,def/ep-entities/COMMITTEE_PARLIAMENTARY_TEMPORARY,,,"Temporary committee ""ECHELON""",Temporary committee on the Echelon interception system,,,
org/4936,Organization,4936,CJ21,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,org/3952,EMPL,Joint EMPL - FEMM,Procedure with joint meetings - EMPL and FEMM,time-period/20160128-20170118,2017-01-18,2016-01-28
org/4936,Organization,4936,CJ21,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,org/3964,FEMM,Joint EMPL - FEMM,Procedure with joint meetings - EMPL and FEMM,time-period/20160128-20170118,2017-01-18,2016-01-28
org/DROI,Organization,DROI,DROI,def/ep-entities/COMMITTEE_PARLIAMENTARY_SUB,,,Human Rights,Subcommittee on Human Rights,,,
org/1075,Organization,1075,ECON,def/ep-entities/COMMITTEE_PARLIAMENTARY_STANDING,,,Economic and Monetary Affairs,Committee on Economic and Monetary Affairs,time-period/20020115-20040719,2004-07-19,2002-01-15
org/2351,Organization,2351,ECON,def/ep-entities/COMMITTEE_PARLIAMENTARY_STANDING,,,Economic and Monetary Affairs,Committee on Economic and Monetary Affairs,time-period/20070131-20090713,2009-07-13,2007-01-31
org/2417,Organization,2417,DEVE,def/ep-entities/COMMITTEE_PARLIAMENTARY_STANDING,,,Development,Committee on Development,time-period/20070115-20070130,2007-01-30,2007-01-15
org/4985,Organization,4985,CJ02,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,org/4975,FEMM,Joint JURI - FEMM,Procedure with joint meetings - JURI and FEMM,time-period/20170119-20190701,2019-07-01,2017-01-19
org/4985,Organization,4985,CJ02,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,org/4972,JURI,Joint JURI - FEMM,Procedure with joint meetings - JURI and FEMM,time-period/20170119-20190701,2019-07-01,2017-01-19
org/5005,Organization,5005,CJ20,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,org/4957,AFET,Joint AFET - AFCO,Procedure with joint meetings - AFET and AFCO,time-period/20170119-20190701,2019-07-01,2017-01-19
org/5005,Organization,5005,CJ20,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,org/4974,AFCO,Joint AFET - AFCO,Procedure with joint meetings - AFET and AFCO,time-period/20170119-20190701,2019-07-01,2017-01-19
org/3962,Organization,3962,LIBE,def/ep-entities/COMMITTEE_PARLIAMENTARY_STANDING,,,"Civil Liberties, Justice and Home Affairs","Committee on Civil Liberties, Justice and Home Affairs",time-period/20140701-20170118,2017-01-18,2014-07-01
org/7929,Organization,7929,CJ36,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,org/6570,ECON,Joint ECON - ENVI,Joint committee procedure - ECON and ENVI,time-period/20250120,,2025-01-20
org/7929,Organization,7929,CJ36,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,org/7913,ENVI,Joint ECON - ENVI,Joint committee procedure - ECON and ENVI,time-period/20250120,,2025-01-20
org/FEMM,Organization,FEMM,FEMM,def/ep-entities/COMMITTEE_PARLIAMENTARY_STANDING,,,Women’s Rights and Gender Equality,Committee on Women’s Rights and Gender Equality,,,
org/1237,Organization,1237,ECON,def/ep-entities/COMMITTEE_PARLIAMENTARY_STANDING,,,Economic and Monetary Affairs,Committee on Economic and Monetary Affairs,time-period/20040720-20070114,2007-01-14,2004-07-20
org/973,Organization,973,DEVE,def/ep-entities/COMMITTEE_PARLIAMENTARY_STANDING,,,Development and Cooperation,Committee on Development and Cooperation,time-period/19990720-20020114,2002-01-14,1999-07-20
org/4982,Organization,4982,CJ23,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,org/4971,CULT,Joint ITRE - CULT,Procedure with joint meetings - ITRE and CULT,time-period/20170119-20190701,2019-07-01,2017-01-19
org/4982,Organization,4982,CJ23,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,org/4965,ITRE,Joint ITRE - CULT,Procedure with joint meetings - ITRE and CULT,time-period/20170119-20190701,2019-07-01,2017-01-19
org/5550,Organization,5550,CJ16,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,org/5086,ECON,Joint BUDG - ECON,Joint committee procedure - BUDG and ECON,time-period/20190702-20220119,2022-01-19,2019-07-02
org/5550,Organization,5550,CJ16,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,org/5084,BUDG,Joint BUDG - ECON,Joint committee procedure - BUDG and ECON,time-period/20190702-20220119,2022-01-19,2019-07-02
org/12,Organization,12,ENVI,def/ep-entities/COMMITTEE_PARLIAMENTARY_STANDING,,,"Environment, Health, Consumer Protection","Committee on the Environment, Public Health and Consumer Protection",time-period/19890726-19920114,1992-01-14,1989-07-26
org/6959,Organization,6959,CJ04,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,org/6570,ECON,Joint ECON - IMCO,Joint committee procedure - ECON and IMCO,time-period/20240716,,2024-07-16
org/6959,Organization,6959,CJ04,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,org/6579,IMCO,Joint ECON - IMCO,Joint committee procedure - ECON and IMCO,time-period/20240716,,2024-07-16
org/3964,Organization,3964,FEMM,def/ep-entities/COMMITTEE_PARLIAMENTARY_STANDING,,,Women's Rights and Gender Equality,Committee on Women's Rights and Gender Equality,time-period/20140701-20170118,2017-01-18,2014-07-01
org/1085,Organization,1085,AFCO,def/ep-entities/COMMITTEE_PARLIAMENTARY_STANDING,,,Constitutional Affairs,Committee on Constitutional Affairs,time-period/20020115-20040719,2004-07-19,2002-01-15
org/2427,Organization,2427,REGI,def/ep-entities/COMMITTEE_PARLIAMENTARY_STANDING,,,Regional Development,Committee on Regional Development,time-period/20070115-20070130,2007-01-30,2007-01-15
org/3756,Organization,3756,AGRI,def/ep-entities/COMMITTEE_PARLIAMENTARY_STANDING,,,Agriculture and Rural Development,Committee on Agriculture and Rural Development,time-period/20120119-20140630,2014-06-30,2012-01-19
org/1079,Organization,1079,ENVI,def/ep-entities/COMMITTEE_PARLIAMENTARY_STANDING,,,"Environment, Public Health, Consumer Policy","Committee on the Environment, Public Health and Consumer Policy",time-period/20020115-20040719,2004-07-19,2002-01-15
org/2358,Organization,2358,AGRI,def/ep-entities/COMMITTEE_PARLIAMENTARY_STANDING,,,Agriculture and Rural Development,Committee on Agriculture and Rural Development,time-period/20070131-20090713,2009-07-13,2007-01-31
org/6363,Organization,6363,FEMM,def/ep-entities/COMMITTEE_PARLIAMENTARY_STANDING,,,Women’s Rights and Gender Equality,Committee on Women’s Rights and Gender Equality,time-period/20220120-20240715,2024-07-15,2022-01-20
org/2366,Organization,2366,PETI,def/ep-entities/COMMITTEE_PARLIAMENTARY_STANDING,,,Petitions,Committee on Petitions,time-period/20070131-20090713,2009-07-13,2007-01-31
org/1239,Organization,1239,ENVI,def/ep-entities/COMMITTEE_PARLIAMENTARY_STANDING,,,"Environment, Public Health and Food Safety","Committee on the Environment, Public Health and Food Safety",time-period/20040720-20070114,2007-01-14,2004-07-20
org/5002,Organization,5002,CJ18,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,org/4965,ITRE,Joint ITRE - IMCO,Procedure with  joint meetings -  ITRE and IMCO,time-period/20170119-20190701,2019-07-01,2017-01-19
org/5002,Organization,5002,CJ18,def/ep-entities/COMMITTEE_PARLIAMENTARY_JOINT,org/4966,IMCO,Joint ITRE - IMCO,Procedure with  joint meetings -  ITRE and IMCO,time-period/20170119-20190701,2019-07-01,2017-01-19
